date,name,category,value
2020-01-29,Drake,,55
2020-01-29,Green Day,,54
2020-01-29,G-Eazy,,52
2020-01-29,Sum 41,,50
2020-01-30,Kendrick Lamar,,1366
2020-01-30,Kanye West,,980
2020-01-30,Tame Impala,,754
2020-01-30,The Strokes,,677
2020-01-30,Twenty One Pilots,,484
2020-01-30,Arctic Monkeys,,473
2020-01-30,Pink Floyd,,311
2020-01-30,The Weeknd,,293
2020-01-30,The Shins,,283
2020-01-30,Joji,,263
2020-01-30,Cage the Elephant,,235
2020-01-30,Eminem,,203
2020-01-30,Acid Ghost,,185
2020-01-30,Billie Eilish,,178
2020-01-30,Red Hot Chili Peppers,,163
2020-01-30,The Lumineers,,159
2020-01-30,MGMT,,157
2020-01-30,Daft Punk,,156
2020-01-30,Gorillaz,,151
2020-01-30,Daniel Pemberton,,149
2020-01-30,Post Malone,,142
2020-01-30,Childish Gambino,,139
2020-01-30,Milky Chance,,138
2020-01-30,The Rolling Stones,,137
2020-01-30,Philip Glass,,134
2020-01-30,The Killers,,130
2020-01-30,Cigarettes After Sex,,113
2020-01-30,Frank Ocean,,111
2020-01-30,Prateek Kuhad,,104
2020-01-30,Led Zeppelin,,91
2020-01-30,Vance Joy,,82
2020-01-30,Beach House,,81
2020-01-30,The Black Keys,,80
2020-01-30,Foster the People,,79
2020-01-30,The Neighbourhood,,78
2020-01-30,Sublime,,75
2020-01-30,King Gizzard & The Lizard Wizard,,69
2020-01-30,Kings of Leon,,69
2020-01-30,A$AP Rocky,,68
2020-01-30,Kodaline,,67
2020-01-30,alt-J,,66
2020-01-30,Modest Mouse,,66
2020-01-30,Imagine Dragons,,64
2020-01-30,The Last Shadow Puppets,,63
2020-01-30,XXXTentacion,,61
2020-01-30,Julian Casablancas + The Voidz,,58
2020-01-30,Drake,,55
2020-01-30,Green Day,,54
2020-01-30,G-Eazy,,52
2020-01-30,Sum 41,,50
2020-01-31,Kendrick Lamar,,1366
2020-01-31,Kanye West,,980
2020-01-31,Tame Impala,,758
2020-01-31,The Strokes,,677
2020-01-31,Twenty One Pilots,,484
2020-01-31,Arctic Monkeys,,478
2020-01-31,Pink Floyd,,311
2020-01-31,The Weeknd,,294
2020-01-31,The Shins,,283
2020-01-31,Joji,,263
2020-01-31,Cage the Elephant,,235
2020-01-31,Eminem,,203
2020-01-31,Acid Ghost,,187
2020-01-31,Billie Eilish,,178
2020-01-31,Red Hot Chili Peppers,,163
2020-01-31,The Lumineers,,159
2020-01-31,MGMT,,157
2020-01-31,Daft Punk,,156
2020-01-31,Gorillaz,,151
2020-01-31,Daniel Pemberton,,149
2020-01-31,Post Malone,,142
2020-01-31,Childish Gambino,,139
2020-01-31,Milky Chance,,138
2020-01-31,The Rolling Stones,,137
2020-01-31,Philip Glass,,134
2020-01-31,The Killers,,130
2020-01-31,Cigarettes After Sex,,113
2020-01-31,Frank Ocean,,111
2020-01-31,Prateek Kuhad,,104
2020-01-31,Led Zeppelin,,91
2020-01-31,Vance Joy,,82
2020-01-31,Beach House,,81
2020-01-31,The Black Keys,,80
2020-01-31,Foster the People,,79
2020-01-31,The Neighbourhood,,78
2020-01-31,Sublime,,75
2020-01-31,XXXTentacion,,71
2020-01-31,King Gizzard & The Lizard Wizard,,69
2020-01-31,Kings of Leon,,69
2020-01-31,A$AP Rocky,,68
2020-01-31,Kodaline,,67
2020-01-31,alt-J,,66
2020-01-31,Modest Mouse,,66
2020-01-31,Imagine Dragons,,64
2020-01-31,The Last Shadow Puppets,,63
2020-01-31,Julian Casablancas + The Voidz,,58
2020-01-31,Drake,,55
2020-01-31,Green Day,,54
2020-01-31,G-Eazy,,52
2020-01-31,Sum 41,,50
2020-02-01,Kendrick Lamar,,1366
2020-02-01,Kanye West,,980
2020-02-01,Tame Impala,,760
2020-02-01,The Strokes,,691
2020-02-01,Twenty One Pilots,,484
2020-02-01,Arctic Monkeys,,482
2020-02-01,Pink Floyd,,311
2020-02-01,The Weeknd,,294
2020-02-01,The Shins,,283
2020-02-01,Joji,,263
2020-02-01,Cage the Elephant,,235
2020-02-01,Eminem,,203
2020-02-01,Acid Ghost,,187
2020-02-01,Billie Eilish,,178
2020-02-01,Red Hot Chili Peppers,,163
2020-02-01,The Lumineers,,159
2020-02-01,MGMT,,157
2020-02-01,Daft Punk,,156
2020-02-01,Gorillaz,,151
2020-02-01,Daniel Pemberton,,149
2020-02-01,Post Malone,,142
2020-02-01,Milky Chance,,140
2020-02-01,Childish Gambino,,139
2020-02-01,The Rolling Stones,,137
2020-02-01,Philip Glass,,134
2020-02-01,The Killers,,130
2020-02-01,Cigarettes After Sex,,114
2020-02-01,Frank Ocean,,111
2020-02-01,Prateek Kuhad,,104
2020-02-01,Led Zeppelin,,91
2020-02-01,Vance Joy,,83
2020-02-01,Beach House,,81
2020-02-01,The Black Keys,,80
2020-02-01,Foster the People,,79
2020-02-01,The Neighbourhood,,78
2020-02-01,Sublime,,75
2020-02-01,XXXTentacion,,71
2020-02-01,King Gizzard & The Lizard Wizard,,69
2020-02-01,Kings of Leon,,69
2020-02-01,A$AP Rocky,,68
2020-02-01,alt-J,,68
2020-02-01,Kodaline,,67
2020-02-01,Modest Mouse,,66
2020-02-01,Imagine Dragons,,64
2020-02-01,The Last Shadow Puppets,,63
2020-02-01,Julian Casablancas + The Voidz,,58
2020-02-01,Drake,,55
2020-02-01,Green Day,,55
2020-02-01,G-Eazy,,52
2020-02-01,Sum 41,,50
2020-02-02,Kendrick Lamar,,1366
2020-02-02,Kanye West,,980
2020-02-02,Tame Impala,,763
2020-02-02,The Strokes,,691
2020-02-02,Arctic Monkeys,,493
2020-02-02,Twenty One Pilots,,484
2020-02-02,Pink Floyd,,311
2020-02-02,The Weeknd,,294
2020-02-02,The Shins,,283
2020-02-02,Joji,,267
2020-02-02,Cage the Elephant,,235
2020-02-02,Eminem,,203
2020-02-02,Acid Ghost,,195
2020-02-02,Billie Eilish,,178
2020-02-02,Red Hot Chili Peppers,,163
2020-02-02,The Lumineers,,159
2020-02-02,MGMT,,157
2020-02-02,Daft Punk,,156
2020-02-02,Gorillaz,,151
2020-02-02,Daniel Pemberton,,149
2020-02-02,Post Malone,,142
2020-02-02,Milky Chance,,140
2020-02-02,Childish Gambino,,139
2020-02-02,The Rolling Stones,,137
2020-02-02,Philip Glass,,134
2020-02-02,The Killers,,130
2020-02-02,Cigarettes After Sex,,114
2020-02-02,Frank Ocean,,111
2020-02-02,Prateek Kuhad,,104
2020-02-02,Beach House,,92
2020-02-02,Led Zeppelin,,91
2020-02-02,Vance Joy,,83
2020-02-02,The Black Keys,,80
2020-02-02,Foster the People,,79
2020-02-02,The Neighbourhood,,78
2020-02-02,Sublime,,75
2020-02-02,XXXTentacion,,72
2020-02-02,King Gizzard & The Lizard Wizard,,69
2020-02-02,Kings of Leon,,69
2020-02-02,A$AP Rocky,,68
2020-02-02,alt-J,,68
2020-02-02,Kodaline,,67
2020-02-02,Modest Mouse,,66
2020-02-02,Imagine Dragons,,64
2020-02-02,The Last Shadow Puppets,,64
2020-02-02,Julian Casablancas + The Voidz,,58
2020-02-02,Drake,,55
2020-02-02,Green Day,,55
2020-02-02,G-Eazy,,52
2020-02-02,Sum 41,,50
2020-02-03,Kendrick Lamar,,1366
2020-02-03,Kanye West,,980
2020-02-03,Tame Impala,,763
2020-02-03,The Strokes,,691
2020-02-03,Arctic Monkeys,,495
2020-02-03,Twenty One Pilots,,484
2020-02-03,Pink Floyd,,311
2020-02-03,The Weeknd,,295
2020-02-03,The Shins,,283
2020-02-03,Joji,,270
2020-02-03,Cage the Elephant,,235
2020-02-03,Eminem,,210
2020-02-03,Acid Ghost,,196
2020-02-03,Billie Eilish,,178
2020-02-03,Red Hot Chili Peppers,,163
2020-02-03,The Lumineers,,159
2020-02-03,MGMT,,157
2020-02-03,Daft Punk,,156
2020-02-03,Gorillaz,,152
2020-02-03,Daniel Pemberton,,149
2020-02-03,Post Malone,,142
2020-02-03,Milky Chance,,140
2020-02-03,Childish Gambino,,139
2020-02-03,The Rolling Stones,,137
2020-02-03,Philip Glass,,134
2020-02-03,The Killers,,130
2020-02-03,Cigarettes After Sex,,114
2020-02-03,Frank Ocean,,111
2020-02-03,Prateek Kuhad,,104
2020-02-03,Beach House,,92
2020-02-03,Led Zeppelin,,91
2020-02-03,Vance Joy,,83
2020-02-03,The Black Keys,,80
2020-02-03,Foster the People,,79
2020-02-03,The Neighbourhood,,78
2020-02-03,Sublime,,75
2020-02-03,XXXTentacion,,72
2020-02-03,King Gizzard & The Lizard Wizard,,69
2020-02-03,Kings of Leon,,69
2020-02-03,A$AP Rocky,,68
2020-02-03,alt-J,,68
2020-02-03,Kodaline,,67
2020-02-03,Modest Mouse,,66
2020-02-03,Imagine Dragons,,64
2020-02-03,The Last Shadow Puppets,,64
2020-02-03,Julian Casablancas + The Voidz,,58
2020-02-03,Drake,,55
2020-02-03,Green Day,,55
2020-02-03,G-Eazy,,52
2020-02-03,Sum 41,,50
2020-02-04,Kendrick Lamar,,1367
2020-02-04,Kanye West,,980
2020-02-04,Tame Impala,,763
2020-02-04,The Strokes,,697
2020-02-04,Arctic Monkeys,,498
2020-02-04,Twenty One Pilots,,484
2020-02-04,Pink Floyd,,320
2020-02-04,The Weeknd,,296
2020-02-04,The Shins,,283
2020-02-04,Joji,,275
2020-02-04,Cage the Elephant,,235
2020-02-04,Eminem,,214
2020-02-04,Acid Ghost,,200
2020-02-04,Billie Eilish,,178
2020-02-04,Red Hot Chili Peppers,,163
2020-02-04,The Lumineers,,159
2020-02-04,MGMT,,157
2020-02-04,Daft Punk,,156
2020-02-04,Gorillaz,,152
2020-02-04,Daniel Pemberton,,149
2020-02-04,Post Malone,,142
2020-02-04,Childish Gambino,,141
2020-02-04,Milky Chance,,140
2020-02-04,The Rolling Stones,,137
2020-02-04,Philip Glass,,134
2020-02-04,The Killers,,130
2020-02-04,Cigarettes After Sex,,114
2020-02-04,Frank Ocean,,112
2020-02-04,Prateek Kuhad,,104
2020-02-04,Beach House,,92
2020-02-04,Led Zeppelin,,91
2020-02-04,Vance Joy,,83
2020-02-04,The Black Keys,,80
2020-02-04,Foster the People,,79
2020-02-04,The Neighbourhood,,79
2020-02-04,Sublime,,75
2020-02-04,XXXTentacion,,72
2020-02-04,King Gizzard & The Lizard Wizard,,69
2020-02-04,Kings of Leon,,69
2020-02-04,A$AP Rocky,,68
2020-02-04,alt-J,,68
2020-02-04,Kodaline,,67
2020-02-04,Modest Mouse,,66
2020-02-04,Imagine Dragons,,64
2020-02-04,The Last Shadow Puppets,,64
2020-02-04,Julian Casablancas + The Voidz,,58
2020-02-04,Drake,,55
2020-02-04,Green Day,,55
2020-02-04,G-Eazy,,52
2020-02-04,Sum 41,,50
2020-02-05,Kendrick Lamar,,1371
2020-02-05,Kanye West,,980
2020-02-05,Tame Impala,,763
2020-02-05,The Strokes,,703
2020-02-05,Arctic Monkeys,,500
2020-02-05,Twenty One Pilots,,484
2020-02-05,Pink Floyd,,320
2020-02-05,The Weeknd,,296
2020-02-05,The Shins,,283
2020-02-05,Joji,,277
2020-02-05,Cage the Elephant,,235
2020-02-05,Eminem,,215
2020-02-05,Acid Ghost,,205
2020-02-05,Billie Eilish,,179
2020-02-05,Red Hot Chili Peppers,,163
2020-02-05,The Lumineers,,159
2020-02-05,MGMT,,157
2020-02-05,Daft Punk,,156
2020-02-05,Daniel Pemberton,,154
2020-02-05,Gorillaz,,152
2020-02-05,Childish Gambino,,143
2020-02-05,Post Malone,,143
2020-02-05,Milky Chance,,140
2020-02-05,The Rolling Stones,,137
2020-02-05,Philip Glass,,134
2020-02-05,The Killers,,130
2020-02-05,Cigarettes After Sex,,114
2020-02-05,Frank Ocean,,112
2020-02-05,Prateek Kuhad,,104
2020-02-05,Beach House,,93
2020-02-05,Led Zeppelin,,91
2020-02-05,Vance Joy,,83
2020-02-05,The Black Keys,,80
2020-02-05,The Neighbourhood,,80
2020-02-05,Foster the People,,79
2020-02-05,Sublime,,75
2020-02-05,XXXTentacion,,72
2020-02-05,King Gizzard & The Lizard Wizard,,69
2020-02-05,Kings of Leon,,69
2020-02-05,A$AP Rocky,,68
2020-02-05,alt-J,,68
2020-02-05,Kodaline,,67
2020-02-05,Modest Mouse,,66
2020-02-05,Imagine Dragons,,64
2020-02-05,The Last Shadow Puppets,,64
2020-02-05,Rex Orange County,,59
2020-02-05,Julian Casablancas + The Voidz,,58
2020-02-05,Drake,,55
2020-02-05,Green Day,,55
2020-02-05,G-Eazy,,52
2020-02-06,Kendrick Lamar,,1371
2020-02-06,Kanye West,,980
2020-02-06,Tame Impala,,763
2020-02-06,The Strokes,,703
2020-02-06,Arctic Monkeys,,500
2020-02-06,Twenty One Pilots,,484
2020-02-06,Pink Floyd,,320
2020-02-06,The Weeknd,,296
2020-02-06,The Shins,,283
2020-02-06,Joji,,277
2020-02-06,Cage the Elephant,,235
2020-02-06,Eminem,,215
2020-02-06,Acid Ghost,,205
2020-02-06,Billie Eilish,,179
2020-02-06,Red Hot Chili Peppers,,163
2020-02-06,The Lumineers,,159
2020-02-06,MGMT,,157
2020-02-06,Daft Punk,,156
2020-02-06,Daniel Pemberton,,154
2020-02-06,Gorillaz,,152
2020-02-06,Childish Gambino,,143
2020-02-06,Post Malone,,143
2020-02-06,Milky Chance,,140
2020-02-06,The Rolling Stones,,137
2020-02-06,Philip Glass,,134
2020-02-06,The Killers,,130
2020-02-06,Cigarettes After Sex,,114
2020-02-06,Frank Ocean,,112
2020-02-06,Prateek Kuhad,,104
2020-02-06,Beach House,,93
2020-02-06,Led Zeppelin,,91
2020-02-06,Vance Joy,,83
2020-02-06,The Black Keys,,80
2020-02-06,The Neighbourhood,,80
2020-02-06,Foster the People,,79
2020-02-06,Sublime,,75
2020-02-06,XXXTentacion,,72
2020-02-06,King Gizzard & The Lizard Wizard,,69
2020-02-06,Kings of Leon,,69
2020-02-06,A$AP Rocky,,68
2020-02-06,alt-J,,68
2020-02-06,Kodaline,,67
2020-02-06,Modest Mouse,,66
2020-02-06,Imagine Dragons,,64
2020-02-06,The Last Shadow Puppets,,64
2020-02-06,Rex Orange County,,59
2020-02-06,Julian Casablancas + The Voidz,,58
2020-02-06,Drake,,55
2020-02-06,Green Day,,55
2020-02-06,G-Eazy,,52
2020-02-07,Kendrick Lamar,,1374
2020-02-07,Kanye West,,986
2020-02-07,Tame Impala,,764
2020-02-07,The Strokes,,705
2020-02-07,Arctic Monkeys,,501
2020-02-07,Twenty One Pilots,,484
2020-02-07,Pink Floyd,,320
2020-02-07,The Weeknd,,297
2020-02-07,The Shins,,283
2020-02-07,Joji,,277
2020-02-07,Cage the Elephant,,235
2020-02-07,Acid Ghost,,218
2020-02-07,Eminem,,215
2020-02-07,Billie Eilish,,179
2020-02-07,Red Hot Chili Peppers,,163
2020-02-07,The Lumineers,,160
2020-02-07,MGMT,,157
2020-02-07,Daft Punk,,156
2020-02-07,Daniel Pemberton,,154
2020-02-07,Gorillaz,,152
2020-02-07,Childish Gambino,,143
2020-02-07,Post Malone,,143
2020-02-07,Milky Chance,,140
2020-02-07,The Rolling Stones,,137
2020-02-07,Philip Glass,,134
2020-02-07,The Killers,,130
2020-02-07,Cigarettes After Sex,,114
2020-02-07,Frank Ocean,,112
2020-02-07,Prateek Kuhad,,104
2020-02-07,Beach House,,93
2020-02-07,Led Zeppelin,,91
2020-02-07,Vance Joy,,83
2020-02-07,The Black Keys,,80
2020-02-07,The Neighbourhood,,80
2020-02-07,Foster the People,,79
2020-02-07,Sublime,,75
2020-02-07,XXXTentacion,,72
2020-02-07,King Gizzard & The Lizard Wizard,,69
2020-02-07,Kings of Leon,,69
2020-02-07,A$AP Rocky,,68
2020-02-07,alt-J,,68
2020-02-07,Kodaline,,67
2020-02-07,Modest Mouse,,66
2020-02-07,Imagine Dragons,,64
2020-02-07,The Last Shadow Puppets,,64
2020-02-07,Rex Orange County,,61
2020-02-07,Julian Casablancas + The Voidz,,58
2020-02-07,Drake,,55
2020-02-07,Green Day,,55
2020-02-07,G-Eazy,,52
2020-02-08,Kendrick Lamar,,1374
2020-02-08,Kanye West,,986
2020-02-08,Tame Impala,,767
2020-02-08,The Strokes,,705
2020-02-08,Arctic Monkeys,,502
2020-02-08,Twenty One Pilots,,484
2020-02-08,Pink Floyd,,320
2020-02-08,The Weeknd,,297
2020-02-08,The Shins,,283
2020-02-08,Joji,,278
2020-02-08,Cage the Elephant,,235
2020-02-08,Acid Ghost,,218
2020-02-08,Eminem,,215
2020-02-08,Billie Eilish,,180
2020-02-08,Red Hot Chili Peppers,,163
2020-02-08,The Lumineers,,160
2020-02-08,MGMT,,157
2020-02-08,Daft Punk,,156
2020-02-08,Daniel Pemberton,,154
2020-02-08,Gorillaz,,152
2020-02-08,Post Malone,,144
2020-02-08,Childish Gambino,,143
2020-02-08,Milky Chance,,140
2020-02-08,The Rolling Stones,,137
2020-02-08,Philip Glass,,134
2020-02-08,The Killers,,130
2020-02-08,Cigarettes After Sex,,114
2020-02-08,Frank Ocean,,112
2020-02-08,Prateek Kuhad,,104
2020-02-08,Beach House,,93
2020-02-08,Led Zeppelin,,91
2020-02-08,Vance Joy,,83
2020-02-08,The Black Keys,,80
2020-02-08,The Neighbourhood,,80
2020-02-08,Foster the People,,79
2020-02-08,Sublime,,75
2020-02-08,XXXTentacion,,72
2020-02-08,Green Day,,70
2020-02-08,King Gizzard & The Lizard Wizard,,69
2020-02-08,Kings of Leon,,69
2020-02-08,A$AP Rocky,,68
2020-02-08,alt-J,,68
2020-02-08,Kodaline,,67
2020-02-08,Modest Mouse,,66
2020-02-08,Imagine Dragons,,64
2020-02-08,The Last Shadow Puppets,,64
2020-02-08,Rex Orange County,,61
2020-02-08,Julian Casablancas + The Voidz,,58
2020-02-08,Drake,,56
2020-02-08,G-Eazy,,52
2020-02-09,Kendrick Lamar,,1374
2020-02-09,Kanye West,,986
2020-02-09,Tame Impala,,769
2020-02-09,The Strokes,,706
2020-02-09,Arctic Monkeys,,505
2020-02-09,Twenty One Pilots,,484
2020-02-09,Pink Floyd,,320
2020-02-09,The Weeknd,,297
2020-02-09,The Shins,,283
2020-02-09,Joji,,280
2020-02-09,Cage the Elephant,,235
2020-02-09,Acid Ghost,,234
2020-02-09,Eminem,,218
2020-02-09,Billie Eilish,,181
2020-02-09,Red Hot Chili Peppers,,163
2020-02-09,The Lumineers,,160
2020-02-09,MGMT,,157
2020-02-09,Daft Punk,,156
2020-02-09,Daniel Pemberton,,154
2020-02-09,Gorillaz,,152
2020-02-09,Childish Gambino,,148
2020-02-09,Post Malone,,145
2020-02-09,Milky Chance,,140
2020-02-09,The Rolling Stones,,137
2020-02-09,Philip Glass,,134
2020-02-09,The Killers,,130
2020-02-09,Cigarettes After Sex,,114
2020-02-09,Frank Ocean,,112
2020-02-09,Prateek Kuhad,,104
2020-02-09,Beach House,,93
2020-02-09,Led Zeppelin,,91
2020-02-09,Vance Joy,,83
2020-02-09,The Black Keys,,80
2020-02-09,The Neighbourhood,,80
2020-02-09,Foster the People,,79
2020-02-09,Sublime,,75
2020-02-09,Green Day,,74
2020-02-09,XXXTentacion,,72
2020-02-09,King Gizzard & The Lizard Wizard,,69
2020-02-09,Kings of Leon,,69
2020-02-09,A$AP Rocky,,68
2020-02-09,alt-J,,68
2020-02-09,Kodaline,,67
2020-02-09,Modest Mouse,,66
2020-02-09,Imagine Dragons,,64
2020-02-09,Rex Orange County,,64
2020-02-09,The Last Shadow Puppets,,64
2020-02-09,Drake,,60
2020-02-09,Julian Casablancas + The Voidz,,58
2020-02-09,G-Eazy,,52
2020-02-10,Kendrick Lamar,,1374
2020-02-10,Kanye West,,986
2020-02-10,Tame Impala,,769
2020-02-10,The Strokes,,717
2020-02-10,Arctic Monkeys,,505
2020-02-10,Twenty One Pilots,,484
2020-02-10,Pink Floyd,,320
2020-02-10,The Weeknd,,297
2020-02-10,Joji,,284
2020-02-10,The Shins,,283
2020-02-10,Cage the Elephant,,235
2020-02-10,Acid Ghost,,234
2020-02-10,Eminem,,219
2020-02-10,Billie Eilish,,182
2020-02-10,Red Hot Chili Peppers,,163
2020-02-10,The Lumineers,,160
2020-02-10,MGMT,,157
2020-02-10,Daft Punk,,156
2020-02-10,Daniel Pemberton,,154
2020-02-10,Childish Gambino,,152
2020-02-10,Gorillaz,,152
2020-02-10,Post Malone,,145
2020-02-10,Milky Chance,,140
2020-02-10,The Rolling Stones,,137
2020-02-10,Philip Glass,,134
2020-02-10,The Killers,,130
2020-02-10,Cigarettes After Sex,,114
2020-02-10,Frank Ocean,,112
2020-02-10,Prateek Kuhad,,104
2020-02-10,Beach House,,93
2020-02-10,Led Zeppelin,,91
2020-02-10,Vance Joy,,83
2020-02-10,The Black Keys,,80
2020-02-10,The Neighbourhood,,80
2020-02-10,Foster the People,,79
2020-02-10,Green Day,,75
2020-02-10,Sublime,,75
2020-02-10,XXXTentacion,,72
2020-02-10,King Gizzard & The Lizard Wizard,,69
2020-02-10,Kings of Leon,,69
2020-02-10,A$AP Rocky,,68
2020-02-10,alt-J,,68
2020-02-10,Kodaline,,67
2020-02-10,Modest Mouse,,66
2020-02-10,Rex Orange County,,66
2020-02-10,Imagine Dragons,,64
2020-02-10,The Last Shadow Puppets,,64
2020-02-10,Drake,,60
2020-02-10,Julian Casablancas + The Voidz,,58
2020-02-10,G-Eazy,,52
2020-02-11,Kendrick Lamar,,1374
2020-02-11,Kanye West,,986
2020-02-11,Tame Impala,,769
2020-02-11,The Strokes,,722
2020-02-11,Arctic Monkeys,,505
2020-02-11,Twenty One Pilots,,484
2020-02-11,Pink Floyd,,320
2020-02-11,The Weeknd,,297
2020-02-11,Joji,,284
2020-02-11,The Shins,,283
2020-02-11,Cage the Elephant,,235
2020-02-11,Acid Ghost,,234
2020-02-11,Eminem,,219
2020-02-11,Billie Eilish,,182
2020-02-11,Red Hot Chili Peppers,,163
2020-02-11,The Lumineers,,160
2020-02-11,MGMT,,157
2020-02-11,Daft Punk,,156
2020-02-11,Daniel Pemberton,,154
2020-02-11,Childish Gambino,,152
2020-02-11,Gorillaz,,152
2020-02-11,Post Malone,,145
2020-02-11,Milky Chance,,140
2020-02-11,The Rolling Stones,,137
2020-02-11,Philip Glass,,134
2020-02-11,The Killers,,130
2020-02-11,Cigarettes After Sex,,114
2020-02-11,Frank Ocean,,112
2020-02-11,Prateek Kuhad,,104
2020-02-11,Beach House,,93
2020-02-11,Led Zeppelin,,91
2020-02-11,Vance Joy,,83
2020-02-11,The Black Keys,,80
2020-02-11,The Neighbourhood,,80
2020-02-11,Foster the People,,79
2020-02-11,Sublime,,79
2020-02-11,Green Day,,75
2020-02-11,XXXTentacion,,72
2020-02-11,King Gizzard & The Lizard Wizard,,69
2020-02-11,Kings of Leon,,69
2020-02-11,A$AP Rocky,,68
2020-02-11,alt-J,,68
2020-02-11,Kodaline,,67
2020-02-11,Rex Orange County,,67
2020-02-11,Modest Mouse,,66
2020-02-11,Imagine Dragons,,64
2020-02-11,The Last Shadow Puppets,,64
2020-02-11,Drake,,60
2020-02-11,Julian Casablancas + The Voidz,,58
2020-02-11,G-Eazy,,52
2020-02-12,Kendrick Lamar,,1374
2020-02-12,Kanye West,,986
2020-02-12,Tame Impala,,769
2020-02-12,The Strokes,,729
2020-02-12,Arctic Monkeys,,507
2020-02-12,Twenty One Pilots,,484
2020-02-12,Pink Floyd,,320
2020-02-12,The Weeknd,,297
2020-02-12,Joji,,288
2020-02-12,The Shins,,283
2020-02-12,Cage the Elephant,,235
2020-02-12,Acid Ghost,,234
2020-02-12,Eminem,,219
2020-02-12,Billie Eilish,,182
2020-02-12,Red Hot Chili Peppers,,163
2020-02-12,The Lumineers,,163
2020-02-12,MGMT,,157
2020-02-12,Daft Punk,,156
2020-02-12,Daniel Pemberton,,154
2020-02-12,Childish Gambino,,152
2020-02-12,Gorillaz,,152
2020-02-12,Post Malone,,145
2020-02-12,Milky Chance,,140
2020-02-12,The Rolling Stones,,137
2020-02-12,Philip Glass,,134
2020-02-12,The Killers,,130
2020-02-12,Cigarettes After Sex,,114
2020-02-12,Frank Ocean,,112
2020-02-12,Prateek Kuhad,,106
2020-02-12,Beach House,,93
2020-02-12,Led Zeppelin,,91
2020-02-12,Sublime,,84
2020-02-12,Vance Joy,,83
2020-02-12,The Black Keys,,80
2020-02-12,The Neighbourhood,,80
2020-02-12,Foster the People,,79
2020-02-12,Green Day,,75
2020-02-12,XXXTentacion,,72
2020-02-12,Rex Orange County,,70
2020-02-12,King Gizzard & The Lizard Wizard,,69
2020-02-12,Kings of Leon,,69
2020-02-12,A$AP Rocky,,68
2020-02-12,alt-J,,68
2020-02-12,Kodaline,,67
2020-02-12,Modest Mouse,,66
2020-02-12,Imagine Dragons,,64
2020-02-12,The Last Shadow Puppets,,64
2020-02-12,Drake,,60
2020-02-12,Julian Casablancas + The Voidz,,58
2020-02-12,G-Eazy,,52
2020-02-13,Kendrick Lamar,,1385
2020-02-13,Kanye West,,986
2020-02-13,Tame Impala,,769
2020-02-13,The Strokes,,729
2020-02-13,Arctic Monkeys,,507
2020-02-13,Twenty One Pilots,,484
2020-02-13,Pink Floyd,,320
2020-02-13,The Weeknd,,297
2020-02-13,Joji,,288
2020-02-13,The Shins,,283
2020-02-13,Cage the Elephant,,235
2020-02-13,Acid Ghost,,234
2020-02-13,Eminem,,219
2020-02-13,Billie Eilish,,182
2020-02-13,Red Hot Chili Peppers,,163
2020-02-13,The Lumineers,,163
2020-02-13,MGMT,,157
2020-02-13,Daft Punk,,156
2020-02-13,Daniel Pemberton,,154
2020-02-13,Childish Gambino,,152
2020-02-13,Gorillaz,,152
2020-02-13,Post Malone,,145
2020-02-13,Milky Chance,,140
2020-02-13,The Rolling Stones,,137
2020-02-13,Philip Glass,,134
2020-02-13,The Killers,,130
2020-02-13,Cigarettes After Sex,,114
2020-02-13,Frank Ocean,,112
2020-02-13,Prateek Kuhad,,106
2020-02-13,Beach House,,93
2020-02-13,Led Zeppelin,,91
2020-02-13,Sublime,,84
2020-02-13,Vance Joy,,83
2020-02-13,The Black Keys,,80
2020-02-13,The Neighbourhood,,80
2020-02-13,Foster the People,,79
2020-02-13,Green Day,,75
2020-02-13,XXXTentacion,,72
2020-02-13,Rex Orange County,,70
2020-02-13,King Gizzard & The Lizard Wizard,,69
2020-02-13,Kings of Leon,,69
2020-02-13,A$AP Rocky,,68
2020-02-13,alt-J,,68
2020-02-13,Kodaline,,67
2020-02-13,Modest Mouse,,66
2020-02-13,Imagine Dragons,,64
2020-02-13,The Last Shadow Puppets,,64
2020-02-13,Drake,,60
2020-02-13,Julian Casablancas + The Voidz,,58
2020-02-13,G-Eazy,,52
2020-02-14,Kendrick Lamar,,1385
2020-02-14,Kanye West,,986
2020-02-14,Tame Impala,,769
2020-02-14,The Strokes,,730
2020-02-14,Arctic Monkeys,,507
2020-02-14,Twenty One Pilots,,484
2020-02-14,Pink Floyd,,320
2020-02-14,The Weeknd,,297
2020-02-14,Joji,,288
2020-02-14,The Shins,,283
2020-02-14,Cage the Elephant,,235
2020-02-14,Acid Ghost,,234
2020-02-14,Eminem,,219
2020-02-14,Billie Eilish,,186
2020-02-14,Red Hot Chili Peppers,,163
2020-02-14,The Lumineers,,163
2020-02-14,MGMT,,157
2020-02-14,Daft Punk,,156
2020-02-14,Daniel Pemberton,,154
2020-02-14,Childish Gambino,,152
2020-02-14,Gorillaz,,152
2020-02-14,Post Malone,,145
2020-02-14,Milky Chance,,140
2020-02-14,The Rolling Stones,,137
2020-02-14,Philip Glass,,134
2020-02-14,The Killers,,130
2020-02-14,Cigarettes After Sex,,114
2020-02-14,Frank Ocean,,112
2020-02-14,Prateek Kuhad,,106
2020-02-14,Beach House,,93
