date,name,category,value
2019-09-20,Gotye,,21
2019-09-20,G-Eazy,,19
2019-09-20,GULLY BOY,,19
2019-09-20,Modest Mouse,,19
2019-09-20,Two Door Cinema Club,,19
2019-09-20,Daft Punk,,17
2019-09-20,Julian Casablancas,,17
2019-09-20,Pixies,,17
2019-09-20,Train,,17
2019-09-20,The 1975,,16
2019-09-20,The Kooks,,16
2019-09-20,Lord Huron,,15
2019-09-20,Nothing But Thieves,,15
2019-09-21,The Strokes,,265
2019-09-21,Twenty One Pilots,,258
2019-09-21,Arctic Monkeys,,149
2019-09-21,The Shins,,138
2019-09-21,Cage the Elephant,,131
2019-09-21,Kendrick Lamar,,128
2019-09-21,Kanye West,,125
2019-09-21,Daniel Pemberton,,92
2019-09-21,Tame Impala,,91
2019-09-21,The Lumineers,,91
2019-09-21,Cigarettes After Sex,,73
2019-09-21,Red Hot Chili Peppers,,68
2019-09-21,The Black Keys,,68
2019-09-21,The Rolling Stones,,68
2019-09-21,Post Malone,,62
2019-09-21,Julian Casablancas + The Voidz,,58
2019-09-21,Billie Eilish,,57
2019-09-21,Sublime,,57
2019-09-21,The Last Shadow Puppets,,56
2019-09-21,Vance Joy,,55
2019-09-21,Milky Chance,,53
2019-09-21,The Neighbourhood,,52
2019-09-21,Eminem,,49
2019-09-21,XXXTentacion,,49
2019-09-21,Gorillaz,,45
2019-09-21,MGMT,,45
2019-09-21,Portugal. The Man,,40
2019-09-21,The Killers,,37
2019-09-21,Imagine Dragons,,34
2019-09-21,Green Day,,32
2019-09-21,Kodaline,,32
2019-09-21,Foster the People,,30
2019-09-21,Pink Floyd,,30
2019-09-21,Foo Fighters,,29
2019-09-21,Childish Gambino,,26
2019-09-21,G-Eazy,,23
2019-09-21,Gotye,,22
2019-09-21,Ice Cube,,22
2019-09-21,Alec Benjamin,,21
2019-09-21,Modest Mouse,,21
2019-09-21,GULLY BOY,,19
2019-09-21,Two Door Cinema Club,,19
2019-09-21,Daft Punk,,17
2019-09-21,Julian Casablancas,,17
2019-09-21,Kings of Leon,,17
2019-09-21,Pixies,,17
2019-09-21,The Kooks,,17
2019-09-21,Train,,17
2019-09-21,The 1975,,16
2019-09-21,Lord Huron,,15
2019-09-22,The Strokes,,266
2019-09-22,Twenty One Pilots,,261
2019-09-22,Arctic Monkeys,,150
2019-09-22,The Shins,,138
2019-09-22,Cage the Elephant,,131
2019-09-22,Kendrick Lamar,,129
2019-09-22,Kanye West,,125
2019-09-22,Daniel Pemberton,,92
2019-09-22,Tame Impala,,91
2019-09-22,The Lumineers,,91
2019-09-22,Cigarettes After Sex,,73
2019-09-22,Red Hot Chili Peppers,,68
2019-09-22,The Black Keys,,68
2019-09-22,The Rolling Stones,,68
2019-09-22,Post Malone,,64
2019-09-22,Julian Casablancas + The Voidz,,58
2019-09-22,Billie Eilish,,57
2019-09-22,Sublime,,57
2019-09-22,The Last Shadow Puppets,,56
2019-09-22,Vance Joy,,55
2019-09-22,Milky Chance,,54
2019-09-22,The Neighbourhood,,52
2019-09-22,XXXTentacion,,50
2019-09-22,Eminem,,49
2019-09-22,Gorillaz,,45
2019-09-22,MGMT,,45
2019-09-22,Portugal. The Man,,40
2019-09-22,Imagine Dragons,,37
2019-09-22,The Killers,,37
2019-09-22,Green Day,,32
2019-09-22,Kodaline,,32
2019-09-22,Foster the People,,30
2019-09-22,Pink Floyd,,30
2019-09-22,Foo Fighters,,29
2019-09-22,Childish Gambino,,27
2019-09-22,G-Eazy,,24
2019-09-22,Gotye,,22
2019-09-22,Ice Cube,,22
2019-09-22,Modest Mouse,,22
2019-09-22,Alec Benjamin,,21
2019-09-22,GULLY BOY,,19
2019-09-22,Two Door Cinema Club,,19
2019-09-22,Pixies,,18
2019-09-22,Daft Punk,,17
2019-09-22,Julian Casablancas,,17
2019-09-22,Kings of Leon,,17
2019-09-22,The Kooks,,17
2019-09-22,Train,,17
2019-09-22,The 1975,,16
2019-09-22,Lord Huron,,15
2019-09-23,The Strokes,,287
2019-09-23,Twenty One Pilots,,278
2019-09-23,Arctic Monkeys,,154
2019-09-23,Kanye West,,152
2019-09-23,The Shins,,151
2019-09-23,Tame Impala,,141
2019-09-23,Cage the Elephant,,133
2019-09-23,Kendrick Lamar,,131
2019-09-23,The Lumineers,,93
2019-09-23,Daniel Pemberton,,92
2019-09-23,Cigarettes After Sex,,73
2019-09-23,Post Malone,,68
2019-09-23,Red Hot Chili Peppers,,68
2019-09-23,The Black Keys,,68
2019-09-23,The Rolling Stones,,68
2019-09-23,Milky Chance,,59
2019-09-23,Julian Casablancas + The Voidz,,58
2019-09-23,Billie Eilish,,57
2019-09-23,Sublime,,57
2019-09-23,The Neighbourhood,,57
2019-09-23,The Last Shadow Puppets,,56
2019-09-23,Vance Joy,,55
2019-09-23,MGMT,,52
2019-09-23,XXXTentacion,,50
2019-09-23,Eminem,,49
2019-09-23,Gorillaz,,47
2019-09-23,Portugal. The Man,,40
2019-09-23,Imagine Dragons,,38
2019-09-23,The Killers,,37
2019-09-23,Childish Gambino,,35
2019-09-23,Green Day,,32
2019-09-23,Kodaline,,32
2019-09-23,Foster the People,,30
2019-09-23,Pink Floyd,,30
2019-09-23,Foo Fighters,,29
2019-09-23,G-Eazy,,26
2019-09-23,Modest Mouse,,26
2019-09-23,Gotye,,23
2019-09-23,Train,,23
2019-09-23,Ice Cube,,22
2019-09-23,Alec Benjamin,,21
2019-09-23,Daft Punk,,19
2019-09-23,GULLY BOY,,19
2019-09-23,Kings of Leon,,19
2019-09-23,Pixies,,19
2019-09-23,The Kooks,,19
2019-09-23,Two Door Cinema Club,,19
2019-09-23,Julian Casablancas,,17
2019-09-23,The 1975,,16
2019-09-23,Young the Giant,,16
2019-09-24,The Strokes,,309
2019-09-24,Twenty One Pilots,,295
2019-09-24,Kanye West,,171
2019-09-24,Arctic Monkeys,,162
2019-09-24,The Shins,,154
2019-09-24,Tame Impala,,146
2019-09-24,Cage the Elephant,,137
2019-09-24,Kendrick Lamar,,136
2019-09-24,Daniel Pemberton,,93
2019-09-24,The Lumineers,,93
2019-09-24,Post Malone,,76
2019-09-24,The Black Keys,,75
2019-09-24,Cigarettes After Sex,,73
2019-09-24,Red Hot Chili Peppers,,73
2019-09-24,The Rolling Stones,,68
2019-09-24,Milky Chance,,66
2019-09-24,Billie Eilish,,63
2019-09-24,MGMT,,59
2019-09-24,Julian Casablancas + The Voidz,,58
2019-09-24,The Neighbourhood,,58
2019-09-24,Vance Joy,,58
2019-09-24,Sublime,,57
2019-09-24,The Last Shadow Puppets,,56
2019-09-24,Imagine Dragons,,50
2019-09-24,XXXTentacion,,50
2019-09-24,Eminem,,49
2019-09-24,Gorillaz,,48
2019-09-24,Portugal. The Man,,41
2019-09-24,Childish Gambino,,37
2019-09-24,The Killers,,37
2019-09-24,Train,,36
2019-09-24,Green Day,,32
2019-09-24,Kodaline,,32
2019-09-24,Foster the People,,30
2019-09-24,Pink Floyd,,30
2019-09-24,Foo Fighters,,29
2019-09-24,G-Eazy,,28
2019-09-24,Modest Mouse,,27
2019-09-24,Gotye,,25
2019-09-24,Kings of Leon,,25
2019-09-24,Ice Cube,,22
2019-09-24,Alec Benjamin,,21
2019-09-24,Daft Punk,,21
2019-09-24,GULLY BOY,,19
2019-09-24,Pixies,,19
2019-09-24,The Kooks,,19
2019-09-24,Two Door Cinema Club,,19
2019-09-24,Julian Casablancas,,17
2019-09-24,Young the Giant,,17
2019-09-24,The 1975,,16
2019-09-25,The Strokes,,328
2019-09-25,Twenty One Pilots,,313
2019-09-25,Kanye West,,186
2019-09-25,Arctic Monkeys,,168
2019-09-25,The Shins,,159
2019-09-25,Tame Impala,,149
2019-09-25,Cage the Elephant,,141
2019-09-25,Kendrick Lamar,,138
2019-09-25,Daniel Pemberton,,93
2019-09-25,The Lumineers,,93
2019-09-25,Red Hot Chili Peppers,,86
2019-09-25,Milky Chance,,78
2019-09-25,Post Malone,,77
2019-09-25,The Black Keys,,77
2019-09-25,Cigarettes After Sex,,73
2019-09-25,The Rolling Stones,,68
2019-09-25,Billie Eilish,,65
2019-09-25,MGMT,,64
2019-09-25,The Neighbourhood,,60
2019-09-25,Vance Joy,,60
2019-09-25,Julian Casablancas + The Voidz,,58
2019-09-25,Sublime,,57
2019-09-25,The Last Shadow Puppets,,56
2019-09-25,Imagine Dragons,,52
2019-09-25,Gorillaz,,51
2019-09-25,XXXTentacion,,50
2019-09-25,Eminem,,49
2019-09-25,Portugal. The Man,,41
2019-09-25,Childish Gambino,,40
2019-09-25,The Killers,,39
2019-09-25,Train,,36
2019-09-25,Green Day,,34
2019-09-25,Kings of Leon,,34
2019-09-25,Kodaline,,32
2019-09-25,Foster the People,,31
2019-09-25,Pink Floyd,,30
2019-09-25,Foo Fighters,,29
2019-09-25,G-Eazy,,28
2019-09-25,Modest Mouse,,27
2019-09-25,Gotye,,25
2019-09-25,Daft Punk,,22
2019-09-25,Ice Cube,,22
2019-09-25,Alec Benjamin,,21
2019-09-25,Pixies,,20
2019-09-25,GULLY BOY,,19
2019-09-25,The Kooks,,19
2019-09-25,Two Door Cinema Club,,19
2019-09-25,Young the Giant,,18
2019-09-25,Julian Casablancas,,17
2019-09-25,Of Monsters and Men,,16
2019-09-26,The Strokes,,338
2019-09-26,Twenty One Pilots,,319
2019-09-26,Kanye West,,197
2019-09-26,Arctic Monkeys,,170
2019-09-26,Kendrick Lamar,,168
2019-09-26,The Shins,,161
2019-09-26,Tame Impala,,153
2019-09-26,Cage the Elephant,,141
2019-09-26,Daniel Pemberton,,93
2019-09-26,The Lumineers,,93
2019-09-26,Red Hot Chili Peppers,,89
2019-09-26,Milky Chance,,81
2019-09-26,The Rolling Stones,,80
2019-09-26,Post Malone,,78
2019-09-26,The Black Keys,,77
2019-09-26,Cigarettes After Sex,,73
2019-09-26,Billie Eilish,,65
2019-09-26,MGMT,,64
2019-09-26,Vance Joy,,61
2019-09-26,The Neighbourhood,,60
2019-09-26,Julian Casablancas + The Voidz,,58
2019-09-26,Sublime,,57
2019-09-26,Imagine Dragons,,56
2019-09-26,The Last Shadow Puppets,,56
2019-09-26,Gorillaz,,52
2019-09-26,XXXTentacion,,50
2019-09-26,Eminem,,49
2019-09-26,Childish Gambino,,44
2019-09-26,Portugal. The Man,,42
2019-09-26,The Killers,,40
2019-09-26,Kings of Leon,,36
2019-09-26,Train,,36
2019-09-26,Green Day,,34
2019-09-26,Kodaline,,32
2019-09-26,Foster the People,,31
2019-09-26,Pink Floyd,,31
2019-09-26,Foo Fighters,,29
2019-09-26,G-Eazy,,28
2019-09-26,Modest Mouse,,27
2019-09-26,Gotye,,25
2019-09-26,Daft Punk,,22
2019-09-26,Ice Cube,,22
2019-09-26,Alec Benjamin,,21
2019-09-26,Pixies,,21
2019-09-26,The Kooks,,20
2019-09-26,GULLY BOY,,19
2019-09-26,Two Door Cinema Club,,19
2019-09-26,Young the Giant,,19
2019-09-26,Julian Casablancas,,17
2019-09-26,Of Monsters and Men,,16
2019-09-27,The Strokes,,347
2019-09-27,Twenty One Pilots,,327
2019-09-27,Kanye West,,205
2019-09-27,Arctic Monkeys,,171
2019-09-27,Kendrick Lamar,,169
2019-09-27,The Shins,,161
2019-09-27,Tame Impala,,155
2019-09-27,Cage the Elephant,,143
2019-09-27,Daniel Pemberton,,93
2019-09-27,Red Hot Chili Peppers,,93
2019-09-27,The Lumineers,,93
2019-09-27,Milky Chance,,86
2019-09-27,The Rolling Stones,,80
2019-09-27,Post Malone,,78
2019-09-27,The Black Keys,,77
2019-09-27,Cigarettes After Sex,,74
2019-09-27,Billie Eilish,,65
2019-09-27,MGMT,,65
2019-09-27,Vance Joy,,63
2019-09-27,The Neighbourhood,,60
2019-09-27,Imagine Dragons,,58
2019-09-27,Julian Casablancas + The Voidz,,58
2019-09-27,Sublime,,57
2019-09-27,The Last Shadow Puppets,,56
2019-09-27,Gorillaz,,52
2019-09-27,XXXTentacion,,50
2019-09-27,Childish Gambino,,49
2019-09-27,Eminem,,49
2019-09-27,Portugal. The Man,,43
2019-09-27,The Killers,,40
2019-09-27,Kings of Leon,,37
2019-09-27,Train,,36
2019-09-27,Green Day,,34
2019-09-27,G-Eazy,,32
2019-09-27,Kodaline,,32
2019-09-27,Foster the People,,31
2019-09-27,Pink Floyd,,31
2019-09-27,Foo Fighters,,29
2019-09-27,Modest Mouse,,27
2019-09-27,Gotye,,26
2019-09-27,Daft Punk,,22
2019-09-27,Ice Cube,,22
2019-09-27,Alec Benjamin,,21
2019-09-27,Pixies,,21
2019-09-27,The Kooks,,20
2019-09-27,Young the Giant,,20
2019-09-27,GULLY BOY,,19
2019-09-27,Two Door Cinema Club,,19
2019-09-27,Julian Casablancas,,17
2019-09-27,Of Monsters and Men,,16
2019-09-28,The Strokes,,368
2019-09-28,Twenty One Pilots,,337
2019-09-28,Kanye West,,219
2019-09-28,Kendrick Lamar,,180
2019-09-28,Arctic Monkeys,,175
2019-09-28,Tame Impala,,162
2019-09-28,The Shins,,162
2019-09-28,Cage the Elephant,,149
2019-09-28,Red Hot Chili Peppers,,100
2019-09-28,Milky Chance,,94
2019-09-28,Daniel Pemberton,,93
2019-09-28,The Lumineers,,93
2019-09-28,Post Malone,,82
2019-09-28,The Rolling Stones,,80
2019-09-28,The Black Keys,,77
2019-09-28,Cigarettes After Sex,,75
2019-09-28,Billie Eilish,,67
2019-09-28,MGMT,,67
2019-09-28,Vance Joy,,64
2019-09-28,The Neighbourhood,,60
2019-09-28,Imagine Dragons,,59
2019-09-28,Julian Casablancas + The Voidz,,58
2019-09-28,Sublime,,57
2019-09-28,The Last Shadow Puppets,,56
2019-09-28,Childish Gambino,,55
2019-09-28,Gorillaz,,54
2019-09-28,XXXTentacion,,50
2019-09-28,Eminem,,49
2019-09-28,The Killers,,46
2019-09-28,Portugal. The Man,,43
2019-09-28,Kings of Leon,,42
2019-09-28,Train,,36
2019-09-28,Green Day,,34
2019-09-28,Foster the People,,33
2019-09-28,Pink Floyd,,33
2019-09-28,G-Eazy,,32
2019-09-28,Kodaline,,32
2019-09-28,Modest Mouse,,30
2019-09-28,Foo Fighters,,29
2019-09-28,Gotye,,27
2019-09-28,Daft Punk,,23
2019-09-28,Ice Cube,,22
2019-09-28,Alec Benjamin,,21
2019-09-28,Pixies,,21
2019-09-28,The Kooks,,21
2019-09-28,Young the Giant,,21
2019-09-28,GULLY BOY,,19
2019-09-28,Two Door Cinema Club,,19
2019-09-28,Julian Casablancas,,17
2019-09-28,Silversun Pickups,,17
2019-09-29,The Strokes,,380
2019-09-29,Twenty One Pilots,,343
2019-09-29,Kanye West,,228
2019-09-29,Kendrick Lamar,,187
2019-09-29,Arctic Monkeys,,185
2019-09-29,The Shins,,166
2019-09-29,Tame Impala,,163
2019-09-29,Cage the Elephant,,150
2019-09-29,Red Hot Chili Peppers,,103
2019-09-29,Milky Chance,,101
2019-09-29,Daniel Pemberton,,93
2019-09-29,The Lumineers,,93
2019-09-29,Post Malone,,83
2019-09-29,The Rolling Stones,,80
2019-09-29,The Black Keys,,77
2019-09-29,Cigarettes After Sex,,75
2019-09-29,Billie Eilish,,67
2019-09-29,MGMT,,67
2019-09-29,Vance Joy,,64
2019-09-29,The Neighbourhood,,60
2019-09-29,Imagine Dragons,,59
2019-09-29,Julian Casablancas + The Voidz,,58
2019-09-29,Childish Gambino,,57
2019-09-29,Sublime,,57
2019-09-29,The Last Shadow Puppets,,56
2019-09-29,Gorillaz,,55
2019-09-29,XXXTentacion,,51
2019-09-29,Eminem,,49
2019-09-29,The Killers,,48
2019-09-29,Kings of Leon,,43
2019-09-29,Portugal. The Man,,43
2019-09-29,Train,,36
2019-09-29,Green Day,,34
2019-09-29,Pink Floyd,,34
2019-09-29,Foster the People,,33
2019-09-29,G-Eazy,,32
2019-09-29,Kodaline,,32
2019-09-29,Modest Mouse,,31
2019-09-29,Foo Fighters,,29
2019-09-29,Gotye,,27
2019-09-29,Ed Sheeran,,25
2019-09-29,Daft Punk,,23
2019-09-29,Ice Cube,,22
2019-09-29,Alec Benjamin,,21
2019-09-29,Pixies,,21
2019-09-29,The Kooks,,21
2019-09-29,Young the Giant,,21
2019-09-29,GULLY BOY,,19
2019-09-29,Two Door Cinema Club,,19
2019-09-29,A$AP Rocky,,18
2019-09-30,The Strokes,,391
2019-09-30,Twenty One Pilots,,349
2019-09-30,Kanye West,,237
2019-09-30,Kendrick Lamar,,209
2019-09-30,Arctic Monkeys,,188
2019-09-30,The Shins,,169
2019-09-30,Tame Impala,,164
2019-09-30,Cage the Elephant,,151
2019-09-30,Milky Chance,,110
2019-09-30,Red Hot Chili Peppers,,106
2019-09-30,Daniel Pemberton,,93
2019-09-30,The Lumineers,,93
2019-09-30,Post Malone,,83
2019-09-30,The Rolling Stones,,80
2019-09-30,The Black Keys,,77
2019-09-30,Cigarettes After Sex,,75
2019-09-30,Billie Eilish,,68
2019-09-30,MGMT,,68
2019-09-30,Vance Joy,,64
2019-09-30,Imagine Dragons,,60
2019-09-30,The Neighbourhood,,60
2019-09-30,Julian Casablancas + The Voidz,,58
2019-09-30,Childish Gambino,,57
2019-09-30,Sublime,,57
2019-09-30,The Last Shadow Puppets,,56
2019-09-30,Gorillaz,,55
2019-09-30,The Killers,,55
2019-09-30,XXXTentacion,,53
2019-09-30,Eminem,,49
2019-09-30,Kings of Leon,,45
2019-09-30,Portugal. The Man,,43
2019-09-30,Train,,36
2019-09-30,G-Eazy,,34
2019-09-30,Green Day,,34
2019-09-30,Pink Floyd,,34
2019-09-30,Foster the People,,33
2019-09-30,Modest Mouse,,33
2019-09-30,Kodaline,,32
2019-09-30,Foo Fighters,,29
2019-09-30,Gotye,,27
2019-09-30,Ed Sheeran,,25
2019-09-30,The Kooks,,24
2019-09-30,Daft Punk,,23
2019-09-30,Ice Cube,,22
2019-09-30,Pixies,,22
2019-09-30,The Weeknd,,22
2019-09-30,A$AP Rocky,,21
2019-09-30,Alec Benjamin,,21
2019-09-30,Young the Giant,,21
2019-09-30,GULLY BOY,,19
2019-10-01,The Strokes,,395
2019-10-01,Twenty One Pilots,,358
2019-10-01,Kanye West,,245
2019-10-01,Kendrick Lamar,,226
2019-10-01,Arctic Monkeys,,191
2019-10-01,The Shins,,170
2019-10-01,Tame Impala,,167
2019-10-01,Cage the Elephant,,151
2019-10-01,Milky Chance,,117
2019-10-01,Red Hot Chili Peppers,,112
2019-10-01,Daniel Pemberton,,93
2019-10-01,The Lumineers,,93
2019-10-01,Post Malone,,88
2019-10-01,The Rolling Stones,,80
2019-10-01,The Black Keys,,77
2019-10-01,Cigarettes After Sex,,75
2019-10-01,Billie Eilish,,68
2019-10-01,MGMT,,68
2019-10-01,Vance Joy,,64
2019-10-01,Imagine Dragons,,61
2019-10-01,The Neighbourhood,,60
2019-10-01,The Killers,,59
2019-10-01,Childish Gambino,,58
2019-10-01,Gorillaz,,58
2019-10-01,Julian Casablancas + The Voidz,,58
2019-10-01,Sublime,,57
2019-10-01,The Last Shadow Puppets,,56
2019-10-01,XXXTentacion,,53
2019-10-01,Eminem,,49
2019-10-01,Kings of Leon,,46
2019-10-01,Portugal. The Man,,43
2019-10-01,G-Eazy,,36
2019-10-01,Train,,36
2019-10-01,Green Day,,34
2019-10-01,Kodaline,,34
2019-10-01,Modest Mouse,,34
2019-10-01,Pink Floyd,,34
2019-10-01,Foster the People,,33
2019-10-01,A$AP Rocky,,29
2019-10-01,Foo Fighters,,29
2019-10-01,The Weeknd,,28
2019-10-01,Gotye,,27
2019-10-01,Daft Punk,,25
2019-10-01,Ed Sheeran,,25
2019-10-01,The Kooks,,25
2019-10-01,Ice Cube,,23
2019-10-01,Pixies,,22
2019-10-01,Alec Benjamin,,21
2019-10-01,Young the Giant,,21
2019-10-01,alt-J,,19
2019-10-02,The Strokes,,395
2019-10-02,Twenty One Pilots,,358
2019-10-02,Kanye West,,245
2019-10-02,Kendrick Lamar,,226
2019-10-02,Arctic Monkeys,,191
2019-10-02,The Shins,,171
2019-10-02,Tame Impala,,167
2019-10-02,Cage the Elephant,,151
2019-10-02,Milky Chance,,117
2019-10-02,Red Hot Chili Peppers,,112
2019-10-02,Daniel Pemberton,,93
2019-10-02,The Lumineers,,93
2019-10-02,Post Malone,,88
2019-10-02,The Rolling Stones,,80
2019-10-02,The Black Keys,,77
2019-10-02,Cigarettes After Sex,,75
2019-10-02,Billie Eilish,,68
2019-10-02,MGMT,,68
2019-10-02,Vance Joy,,64
2019-10-02,Imagine Dragons,,61
2019-10-02,The Neighbourhood,,60
2019-10-02,The Killers,,59
2019-10-02,Childish Gambino,,58
2019-10-02,Gorillaz,,58
2019-10-02,Julian Casablancas + The Voidz,,58
2019-10-02,Sublime,,57
2019-10-02,The Last Shadow Puppets,,56
2019-10-02,XXXTentacion,,53
2019-10-02,Eminem,,49
2019-10-02,Kings of Leon,,46
2019-10-02,Portugal. The Man,,43
2019-10-02,G-Eazy,,36
2019-10-02,Train,,36
2019-10-02,Green Day,,34
2019-10-02,Kodaline,,34
2019-10-02,Modest Mouse,,34
2019-10-02,Pink Floyd,,34
2019-10-02,Foster the People,,33
2019-10-02,A$AP Rocky,,29
2019-10-02,Foo Fighters,,29
2019-10-02,The Weeknd,,29
2019-10-02,Gotye,,27
2019-10-02,Daft Punk,,25
2019-10-02,Ed Sheeran,,25
2019-10-02,The Kooks,,25
2019-10-02,Ice Cube,,23
2019-10-02,Pixies,,22
2019-10-02,Alec Benjamin,,21
2019-10-02,Young the Giant,,21
2019-10-02,alt-J,,19
2019-10-03,The Strokes,,397
2019-10-03,Twenty One Pilots,,358
2019-10-03,Kanye West,,249
2019-10-03,Kendrick Lamar,,248
2019-10-03,Arctic Monkeys,,215
2019-10-03,The Shins,,172
2019-10-03,Tame Impala,,170
2019-10-03,Cage the Elephant,,153
2019-10-03,Milky Chance,,118
2019-10-03,Red Hot Chili Peppers,,114
2019-10-03,Post Malone,,94
2019-10-03,Daniel Pemberton,,93
2019-10-03,The Lumineers,,93
2019-10-03,The Rolling Stones,,80
2019-10-03,The Black Keys,,77
2019-10-03,Cigarettes After Sex,,75
2019-10-03,Billie Eilish,,70
2019-10-03,MGMT,,69
2019-10-03,Vance Joy,,64
2019-10-03,Imagine Dragons,,61
2019-10-03,The Killers,,61
2019-10-03,Childish Gambino,,60
2019-10-03,The Neighbourhood,,60
2019-10-03,Gorillaz,,59
2019-10-03,Julian Casablancas + The Voidz,,58
2019-10-03,Sublime,,57
2019-10-03,The Last Shadow Puppets,,56
2019-10-03,XXXTentacion,,53
2019-10-03,Eminem,,49
2019-10-03,Kings of Leon,,46
2019-10-03,Portugal. The Man,,43
2019-10-03,G-Eazy,,36
2019-10-03,The Weeknd,,36
2019-10-03,Train,,36
2019-10-03,Foster the People,,35
2019-10-03,Green Day,,35
2019-10-03,Daft Punk,,34
2019-10-03,Kodaline,,34
2019-10-03,Modest Mouse,,34
2019-10-03,Pink Floyd,,34
2019-10-03,The 1975,,34
2019-10-03,A$AP Rocky,,30
2019-10-03,Foo Fighters,,29
2019-10-03,Gotye,,27
2019-10-03,Ed Sheeran,,25
2019-10-03,The Kooks,,25
2019-10-03,Ice Cube,,23
2019-10-03,alt-J,,22
2019-10-03,Pixies,,22
2019-10-03,Alec Benjamin,,21
2019-10-04,The Strokes,,398
2019-10-04,Twenty One Pilots,,359
2019-10-04,Kendrick Lamar,,258
2019-10-04,Kanye West,,253
2019-10-04,Arctic Monkeys,,218
2019-10-04,The Shins,,172
2019-10-04,Tame Impala,,170
2019-10-04,Cage the Elephant,,154
2019-10-04,Milky Chance,,120
2019-10-04,Red Hot Chili Peppers,,119
2019-10-04,Post Malone,,95
2019-10-04,Daniel Pemberton,,93
2019-10-04,The Lumineers,,93
2019-10-04,The Rolling Stones,,80
2019-10-04,The Black Keys,,77
2019-10-04,Cigarettes After Sex,,75
2019-10-04,Billie Eilish,,73
2019-10-04,MGMT,,69
2019-10-04,The Killers,,66
2019-10-04,Vance Joy,,64
2019-10-04,Childish Gambino,,61
2019-10-04,Imagine Dragons,,61
2019-10-04,The Neighbourhood,,61
2019-10-04,Gorillaz,,60
2019-10-04,Julian Casablancas + The Voidz,,58
2019-10-04,Sublime,,57
2019-10-04,The Last Shadow Puppets,,56
2019-10-04,XXXTentacion,,53
2019-10-04,Eminem,,49
2019-10-04,Kings of Leon,,46
2019-10-04,Portugal. The Man,,44
2019-10-04,The Weeknd,,39
2019-10-04,G-Eazy,,37
2019-10-04,Green Day,,37
2019-10-04,Daft Punk,,36
2019-10-04,Train,,36
2019-10-04,Foster the People,,35
2019-10-04,Kodaline,,34
2019-10-04,Modest Mouse,,34
2019-10-04,Pink Floyd,,34
2019-10-04,The 1975,,34
2019-10-04,Sum 41,,32
2019-10-04,A$AP Rocky,,30
2019-10-04,Foo Fighters,,29
2019-10-04,The Kooks,,28
2019-10-04,Gotye,,27
2019-10-04,Philip Glass,,26
2019-10-04,Ed Sheeran,,25
2019-10-04,alt-J,,23
2019-10-04,Ice Cube,,23
2019-10-05,The Strokes,,398
2019-10-05,Twenty One Pilots,,359
2019-10-05,Kendrick Lamar,,263
2019-10-05,Kanye West,,254
2019-10-05,Arctic Monkeys,,219
2019-10-05,The Shins,,172
2019-10-05,Tame Impala,,170
2019-10-05,Cage the Elephant,,155
2019-10-05,Milky Chance,,120
2019-10-05,Red Hot Chili Peppers,,119
2019-10-05,Post Malone,,95
2019-10-05,Daniel Pemberton,,93
2019-10-05,The Lumineers,,93
2019-10-05,The Rolling Stones,,80
2019-10-05,The Black Keys,,77
2019-10-05,Cigarettes After Sex,,75
2019-10-05,Billie Eilish,,73
2019-10-05,MGMT,,69
2019-10-05,The Killers,,66
2019-10-05,Vance Joy,,64
2019-10-05,Childish Gambino,,61
2019-10-05,Gorillaz,,61
2019-10-05,Imagine Dragons,,61
2019-10-05,The Neighbourhood,,61
2019-10-05,Julian Casablancas + The Voidz,,58
2019-10-05,Sublime,,57
2019-10-05,The Last Shadow Puppets,,56
2019-10-05,XXXTentacion,,53
2019-10-05,Eminem,,49
2019-10-05,Kings of Leon,,46
2019-10-05,Portugal. The Man,,44
2019-10-05,The Weeknd,,39
2019-10-05,G-Eazy,,37
2019-10-05,Green Day,,37
2019-10-05,Daft Punk,,36
2019-10-05,Train,,36
2019-10-05,Foster the People,,35
2019-10-05,Kodaline,,34
2019-10-05,Modest Mouse,,34
2019-10-05,Pink Floyd,,34
2019-10-05,The 1975,,34
2019-10-05,Sum 41,,32
2019-10-05,A$AP Rocky,,31
2019-10-05,Foo Fighters,,29
2019-10-05,The Kooks,,28
2019-10-05,Gotye,,27
2019-10-05,Philip Glass,,26
2019-10-05,Ed Sheeran,,25
2019-10-05,alt-J,,23
2019-10-05,Ice Cube,,23
2019-10-06,The Strokes,,399
2019-10-06,Twenty One Pilots,,363
2019-10-06,Kendrick Lamar,,293
2019-10-06,Kanye West,,266
2019-10-06,Arctic Monkeys,,223
2019-10-06,The Shins,,174
2019-10-06,Tame Impala,,173
2019-10-06,Cage the Elephant,,156
2019-10-06,Milky Chance,,123
2019-10-06,Red Hot Chili Peppers,,121
2019-10-06,Post Malone,,96
2019-10-06,Daniel Pemberton,,93
2019-10-06,The Lumineers,,93
2019-10-06,The Rolling Stones,,80
2019-10-06,Billie Eilish,,79
2019-10-06,The Black Keys,,77
2019-10-06,Cigarettes After Sex,,76
2019-10-06,MGMT,,69
2019-10-06,The Killers,,67
2019-10-06,Vance Joy,,64
2019-10-06,Childish Gambino,,62
2019-10-06,Gorillaz,,62
2019-10-06,Imagine Dragons,,61
2019-10-06,The Neighbourhood,,61
2019-10-06,Julian Casablancas + The Voidz,,58
2019-10-06,Sublime,,57
2019-10-06,The Last Shadow Puppets,,56
2019-10-06,XXXTentacion,,53
2019-10-06,Eminem,,50
